gene,n_sources,sources,evidence_types,n_evidence_types,curated,genetic,differential,secondary_support,n_secondary,pigean_score,n_uniprot_variants,de_regions,de_direction,de_conflict,druggable,drugs,biotype,score,tier
TIGD2,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.25,0,1,down,0,0,,protein-coding,7.94,C
TRIM35,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,2.59,0,0,,0,0,,protein-coding,7.94,C
CACNA1E,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.2,0,1,down,0,0,,protein-coding,7.9,C
CCNT2,1,digcfdekg,genetic association,1,0,1,0,,0,2.54,0,1,down,0,0,,protein-coding,7.9,C
EED,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,2.54,0,0,,0,0,,protein-coding,7.9,C
FAS,1,digcfdekg,genetic association,1,0,1,0,family-history proxy;CSF/imaging endophenotype,2,1.17,0,0,,0,0,,protein-coding,7.88,C
SHOC2,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.16,0,1,down,0,0,,protein-coding,7.87,C
MTSS1L,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,2.47,0,0,,0,0,,protein-coding,7.85,C
ULK4,1,digcfdekg,genetic association,1,0,1,0,,0,3.78,0,0,,0,0,,protein-coding,7.84,C
SEMA4D,1,digcfdekg,genetic association,1,0,1,0,,0,1.11,0,0,,0,1,PEPINEMAB,protein-coding,7.83,C
SYT4,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.11,0,1,down,0,0,,protein-coding,7.83,C
EXOC2,1,digcfdekg,genetic association,1,0,1,0,,0,2.42,0,1,down,0,0,,protein-coding,7.82,C
GRAMD3,1,digcfdekg,genetic association,1,0,1,0,family-history proxy;CSF/imaging endophenotype,2,1.09,0,0,,0,0,,protein-coding,7.82,C
NUP160,1,digcfdekg,genetic association,1,0,1,0,,0,3.76,0,0,,0,0,,protein-coding,7.82,C
KANSL1,1,digcfdekg,genetic association,1,0,1,0,,0,2.4,0,1,up,0,0,,protein-coding,7.8,C
MED10,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.06,0,1,down,0,0,,protein-coding,7.8,C
OSR1,1,digcfdekg,genetic association,1,0,1,0,,0,3.74,0,0,,0,0,,protein-coding,7.8,C
RNF111,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.05,0,1,down,0,0,,protein-coding,7.79,C
B3GALT2,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,2.37,0,0,,0,0,,protein-coding,7.78,C
TSPO2,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,2.37,0,0,,0,0,,protein-coding,7.78,C
CSNK1G3,1,digcfdekg,genetic association,1,0,1,0,,0,3.69,0,0,,0,0,,protein-coding,7.77,C
PHB,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,2.36,0,0,,0,0,,protein-coding,7.77,C
SLC6A2,1,digcfdekg,genetic association,1,0,1,0,,0,1.03,0,0,,0,1,ATOMOXETINE HYDROCHLORIDE;METHYLPHENIDATE;VENLAFAXINE HYDROCHLORIDE,protein-coding,7.77,C
FOXF1,1,digcfdekg,genetic association,1,0,1,0,,0,3.68,0,0,,0,0,,protein-coding,7.76,C
C7orf72,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,2.33,0,0,,0,0,,protein-coding,7.75,C
IL4I1,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,2.33,0,0,,0,0,,protein-coding,7.75,C
PTGS2,1,prokn,genetic association,1,0,1,0,,0,,1,0,,0,1,CELECOXIB;ROFECOXIB,protein-coding,7.75,C
TRPM7,1,digcfdekg,genetic association,1,0,1,0,,0,3.67,0,0,,0,0,,protein-coding,7.75,C
ACMSD,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,2.29,0,0,,0,0,,protein-coding,7.72,C
MSL2,1,digcfdekg,genetic association,1,0,1,0,,0,2.26,0,1,down,0,0,,protein-coding,7.7,C
GNGT2,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,2.21,0,0,,0,0,,protein-coding,7.66,C
PHOSPHO1,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,2.21,0,0,,0,0,,protein-coding,7.66,C
WNK3,1,digcfdekg,genetic association,1,0,1,0,,0,2.22,0,1,down,0,0,,protein-coding,7.66,C
ZNF221,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,2.2,0,0,,0,0,,protein-coding,7.65,C
CD55,1,digcfdekg,genetic association,1,0,1,0,,0,3.52,0,0,,0,0,,protein-coding,7.64,C
LDLR,1,digcfdekg,genetic association,1,0,1,0,,0,2.18,0,1,down,0,0,,protein-coding,7.64,C
TTR,1,digcfdekg,genetic association,1,0,1,0,,0,3.5,0,0,,0,0,,protein-coding,7.62,C
SPDYE3,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,2.15,0,0,,0,0,,protein-coding,7.61,C
BMS1,1,digcfdekg,genetic association,1,0,1,0,,0,2.1,0,1,down,0,0,,protein-coding,7.58,C
SYK,1,digcfdekg,genetic association,1,0,1,0,,0,3.38,0,0,,0,0,,protein-coding,7.54,C
FAM105A,1,digcfdekg,genetic association,1,0,1,0,,0,3.37,0,0,,0,0,,protein-coding,7.53,C
SEL1L,1,digcfdekg,genetic association,1,0,1,0,,0,2.04,0,1,down,0,0,,protein-coding,7.53,C
SLC39A13,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,2.04,0,0,,0,0,,protein-coding,7.53,C
CAV1,1,digcfdekg,genetic association,1,0,1,0,,0,2.03,0,1,up,0,0,,protein-coding,7.52,C
CSTF1,1,digcfdekg,genetic association,1,0,1,0,,0,2.01,0,1,down,0,0,,protein-coding,7.51,C
ZPBP,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,2.01,0,0,,0,0,,protein-coding,7.51,C
LPL,1,prokn,genetic association,1,0,1,0,,0,,2,1,down,0,0,,protein-coding,7.5,C
SLC9A7,1,digcfdekg,genetic association,1,0,1,0,,0,3.34,0,0,,0,0,,protein-coding,7.5,C
MSR1,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.96,0,0,,0,0,,protein-coding,7.47,C
ZYX,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.96,0,0,,0,0,,protein-coding,7.47,C
ABCC1,1,digcfdekg,genetic association,1,0,1,0,,0,1.95,0,1,down,0,0,,protein-coding,7.46,C
ACSL6,1,digcfdekg,genetic association,1,0,1,0,,0,1.94,0,1,down,0,0,,protein-coding,7.46,C
ARF4,1,digcfdekg,genetic association,1,0,1,0,,0,1.94,0,1,down,0,0,,protein-coding,7.46,C
QPCT,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.91,0,0,,0,0,,protein-coding,7.43,C
TAS2R60,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.91,0,0,,0,0,,protein-coding,7.43,C
HMGA2,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.89,0,0,,0,0,,protein-coding,7.42,C
APPL1,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.86,0,0,,0,0,,protein-coding,7.4,C
PRL,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.86,0,0,,0,0,,protein-coding,7.4,C
C11orf49,1,digcfdekg,genetic association,1,0,1,0,,0,1.85,0,1,down,0,0,,protein-coding,7.39,C
DACH2,1,digcfdekg,genetic association,1,0,1,0,,0,1.84,0,1,down,0,0,,protein-coding,7.38,C
C4orf32,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.82,0,0,,0,0,,protein-coding,7.36,C
RNF138,1,digcfdekg,genetic association,1,0,1,0,,0,3.14,0,0,,0,0,,protein-coding,7.36,C
ZNF155,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.82,0,0,,0,0,,protein-coding,7.36,C
MUCL1,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.8,0,0,,0,0,,protein-coding,7.35,C
HESX1,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.77,0,0,,0,0,,protein-coding,7.33,C
PKIB,1,digcfdekg,genetic association,1,0,1,0,,0,1.77,0,1,down,0,0,,protein-coding,7.33,C
C4BPA,1,digcfdekg,genetic association,1,0,1,0,,0,3.09,0,0,,0,0,,protein-coding,7.32,C
HLA-DQB1,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.74,0,0,,0,0,,protein-coding,7.3,C
OPN5,1,digcfdekg,genetic association,1,0,1,0,,0,3.06,0,0,,0,0,,protein-coding,7.3,C
SLC52A1,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.74,0,0,,0,0,,protein-coding,7.3,C
OPLAH,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.72,0,0,,0,0,,protein-coding,7.29,C
SNX31,1,digcfdekg,genetic association,1,0,1,0,,0,1.72,0,1,up,0,0,,protein-coding,7.29,C
EDEM1,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.7,0,0,,0,0,,protein-coding,7.28,C
OTOL1,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.7,0,0,,0,0,,protein-coding,7.28,C
SH2D4B,1,digcfdekg,genetic association,1,0,1,0,,0,3.04,0,0,,0,0,,protein-coding,7.28,C
GK2,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.68,0,0,,0,0,,protein-coding,7.26,C
CYP19A1,1,prokn,genetic association,1,0,1,0,,0,,3,0,,0,0,,protein-coding,7.25,C
CPLX2,1,digcfdekg,genetic association,1,0,1,0,,0,1.66,0,1,down,0,0,,protein-coding,7.24,C
EFTUD1,1,digcfdekg,genetic association,1,0,1,0,,0,1.64,0,1,down,0,0,,protein-coding,7.23,C
FAM13A,1,digcfdekg,genetic association,1,0,1,0,,0,1.64,0,1,down,0,0,,protein-coding,7.23,C
RASSF8,1,digcfdekg,genetic association,1,0,1,0,,0,1.63,0,1,up,0,0,,protein-coding,7.22,C
TEK,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.63,0,0,,0,0,,protein-coding,7.22,C
TMCO5A,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.61,0,0,,0,0,,protein-coding,7.21,C
ECHDC3,1,digcfdekg,genetic association,1,0,1,0,,0,2.94,0,0,,0,0,,protein-coding,7.2,C
PLEKHM1,1,digcfdekg,genetic association,1,0,1,0,,0,2.93,0,0,,0,0,,protein-coding,7.2,C
ALCAM,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.53,0,0,,0,0,,protein-coding,7.15,C
IL33,1,digcfdekg,genetic association,1,0,1,0,,0,2.87,0,0,,0,0,,protein-coding,7.15,C
NHSL2,1,digcfdekg,genetic association,1,0,1,0,,0,1.53,0,1,down,0,0,,protein-coding,7.15,C
CDH7,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.52,0,0,,0,0,,protein-coding,7.14,C
GGA2,1,digcfdekg,genetic association,1,0,1,0,,0,2.86,0,0,,0,0,,protein-coding,7.14,C
APOBEC2,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.49,0,0,,0,0,,protein-coding,7.12,C
ENOX1,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.49,0,0,,0,0,,protein-coding,7.12,C
NGEF,1,digcfdekg,genetic association,1,0,1,0,,0,1.5,0,1,down,0,0,,protein-coding,7.12,C
NECTIN3,1,digcfdekg,genetic association,1,0,1,0,,0,2.81,0,0,,0,0,,protein-coding,7.11,C
STH,1,digcfdekg,genetic association,1,0,1,0,,0,1.48,0,1,up,0,0,,protein-coding,7.11,C
LEPR,1,digcfdekg,genetic association,1,0,1,0,,0,1.47,0,1,up,0,0,,protein-coding,7.1,C
PPARGC1A,1,digcfdekg,genetic association,1,0,1,0,,0,1.47,0,1,down,0,0,,protein-coding,7.1,C
CYP27C1,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.44,0,0,,0,0,,protein-coding,7.08,C
NPC1,1,digcfdekg,genetic association,1,0,1,0,,0,1.44,0,1,up,0,0,,protein-coding,7.08,C
SLC24A2,1,digcfdekg,genetic association,1,0,1,0,,0,1.43,0,1,down,0,0,,protein-coding,7.07,C
PENK,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.42,0,0,,0,0,,protein-coding,7.06,C
RAPGEF6,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.42,0,0,,0,0,,protein-coding,7.06,C
C2orf88,1,digcfdekg,genetic association,1,0,1,0,,0,1.4,0,1,up,0,0,,protein-coding,7.05,C
DBNDD1,1,digcfdekg,genetic association,1,0,1,0,,0,1.38,0,1,down,0,0,,protein-coding,7.04,C
HTRA1,1,digcfdekg,genetic association,1,0,1,0,,0,1.39,0,1,down,0,0,,protein-coding,7.04,C
MID1,1,digcfdekg,genetic association,1,0,1,0,,0,1.38,0,1,up,0,0,,protein-coding,7.04,C
RPN1,1,digcfdekg,genetic association,1,0,1,0,,0,1.39,0,1,down,0,0,,protein-coding,7.04,C
SPRY2,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.38,0,0,,0,0,,protein-coding,7.04,C
DAPK2,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.37,0,0,,0,0,,protein-coding,7.03,C
EXOSC4,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.37,0,0,,0,0,,protein-coding,7.03,C
HAVCR2,1,digcfdekg,genetic association,1,0,1,0,,0,2.69,0,0,,0,0,,protein-coding,7.02,C
ISG15,1,digcfdekg,genetic association,1,0,1,0,,0,1.36,0,1,down,0,0,,protein-coding,7.02,C
NCAM1,1,digcfdekg,genetic association,1,0,1,0,,0,1.36,0,1,down,0,0,,protein-coding,7.02,C
TSPOAP1,1,digcfdekg,genetic association,1,0,1,0,,0,2.69,0,0,,0,0,,protein-coding,7.02,C
APOA2,1,digcfdekg,genetic association,1,0,1,0,,0,2.66,0,0,,0,0,,protein-coding,7.0,C
BACH2,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.34,0,0,,0,0,,protein-coding,7.0,C
C9orf89,1,digcfdekg,genetic association,1,0,1,0,,0,1.33,0,1,down,0,0,,protein-coding,7.0,C
ELMO1,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,1,down,0,0,,protein-coding,7.0,C
FAM135B,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,1,up,0,0,,protein-coding,7.0,C
FMN2,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,1,up,0,0,,protein-coding,7.0,C
GALNT10,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy;CSF/imaging endophenotype,2,,0,0,,0,0,,protein-coding,7.0,C
GCC2,1,digcfdekg,genetic association,1,0,1,0,,0,1.34,0,1,down,0,0,,protein-coding,7.0,C
GRIN2B,1,spoke-okn,curated knowledge,1,1,0,0,CSF/imaging endophenotype,1,,0,1,up,0,0,,protein-coding,7.0,C
KAZN,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,1,up,0,0,,protein-coding,7.0,C
MS4A6E,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.33,0,0,,0,0,,protein-coding,7.0,C
NKAIN3,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,1,up,0,0,,protein-coding,7.0,C
PDE9A,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,1,EDELINONTRINE;OSORESNONTRINE,protein-coding,7.0,C
PITPNC1,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,1,up,0,0,,protein-coding,7.0,C
PSTPIP1,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy;CSF/imaging endophenotype,2,,0,0,,0,0,,protein-coding,7.0,C
PTPRD,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,1,down,0,0,,protein-coding,7.0,C
RARB,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,1,TAMIBAROTENE,protein-coding,7.0,C
RBMS3,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,1,up,0,0,,protein-coding,7.0,C
RNF24,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,1,down,0,0,,protein-coding,7.0,C
SCARA3,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy;CSF/imaging endophenotype,2,,0,0,,0,0,,protein-coding,7.0,C
SHISA6,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,1,up,0,0,,protein-coding,7.0,C
TMEM163,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,1,down,0,0,,protein-coding,7.0,C
UBE2K,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,1,down,0,0,,protein-coding,7.0,C
VEGFA,1,rdkg,curated knowledge,1,1,0,0,CSF/imaging endophenotype,1,,0,1,up,0,0,,protein-coding,7.0,C
ZNF230,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.34,0,0,,0,0,,protein-coding,7.0,C
ZNF385B,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,1,down,0,0,,protein-coding,7.0,C
MYADM,1,digcfdekg,genetic association,1,0,1,0,,0,1.29,0,1,down,0,0,,protein-coding,6.97,C
BSX,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.28,0,0,,0,0,,protein-coding,6.96,C
GLG1,1,digcfdekg,genetic association,1,0,1,0,,0,1.28,0,1,up,0,0,,protein-coding,6.96,C
CELF4,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.26,0,0,,0,0,,protein-coding,6.94,C
DDX54,1,digcfdekg,genetic association,1,0,1,0,,0,1.25,0,1,down,0,0,,protein-coding,6.94,C
MAP2K5,1,digcfdekg,genetic association,1,0,1,0,,0,1.25,0,1,down,0,0,,protein-coding,6.94,C
PTPRJ,1,digcfdekg,genetic association,1,0,1,0,,0,1.26,0,1,down,0,0,,protein-coding,6.94,C
TTI1,1,digcfdekg,genetic association,1,0,1,0,,0,1.24,0,1,down,0,0,,protein-coding,6.93,C
C15orf61,1,digcfdekg,genetic association,1,0,1,0,,0,1.22,0,1,down,0,0,,protein-coding,6.92,C
DMRT1,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.22,0,0,,0,0,,protein-coding,6.92,C
HCK,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.23,0,0,,0,0,,protein-coding,6.92,C
SLC6A13,1,digcfdekg,genetic association,1,0,1,0,,0,1.22,0,1,up,0,0,,protein-coding,6.92,C
ADAMTS20,1,digcfdekg,genetic association,1,0,1,0,,0,2.53,0,0,,0,0,,protein-coding,6.9,C
FRMD3,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.2,0,0,,0,0,,protein-coding,6.9,C
SHC3,1,digcfdekg,genetic association,1,0,1,0,,0,1.2,0,1,down,0,0,,protein-coding,6.9,C
SNX9,1,digcfdekg,genetic association,1,0,1,0,,0,1.2,0,1,down,0,0,,protein-coding,6.9,C
DRG2,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.18,0,0,,0,0,,protein-coding,6.88,C
C16orf74,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.16,0,0,,0,0,,protein-coding,6.87,C
LHFPL3,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.16,0,0,,0,0,,protein-coding,6.87,C
PHYHIPL,1,digcfdekg,genetic association,1,0,1,0,,0,1.16,0,1,down,0,0,,protein-coding,6.87,C
PLCB1,1,digcfdekg,genetic association,1,0,1,0,,0,1.16,0,1,down,0,0,,protein-coding,6.87,C
SNX22,1,digcfdekg,genetic association,1,0,1,0,,0,1.16,0,1,up,0,0,,protein-coding,6.87,C
SRGAP3,1,digcfdekg,genetic association,1,0,1,0,,0,2.49,0,0,,0,0,,protein-coding,6.87,C
IPMK,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.15,0,0,,0,0,,protein-coding,6.86,C
PTPN12,1,digcfdekg,genetic association,1,0,1,0,,0,1.14,0,1,down,0,0,,protein-coding,6.86,C
SKA2,1,digcfdekg,genetic association,1,0,1,0,,0,1.14,0,1,up,0,0,,protein-coding,6.86,C
TBX2,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.15,0,0,,0,0,,protein-coding,6.86,C
TMEM181,1,digcfdekg,genetic association,1,0,1,0,,0,1.15,0,1,down,0,0,,protein-coding,6.86,C
GRINA,1,digcfdekg,genetic association,1,0,1,0,,0,1.13,0,1,down,0,0,,protein-coding,6.85,C
SNX32,1,digcfdekg,genetic association,1,0,1,0,,0,1.13,0,1,up,0,0,,protein-coding,6.85,C
C2orf40,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.12,0,0,,0,0,,protein-coding,6.84,C
DHX35,1,digcfdekg,genetic association,1,0,1,0,,0,1.12,0,1,down,0,0,,protein-coding,6.84,C
LIG4,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.12,0,0,,0,0,,protein-coding,6.84,C
SERINC5,1,digcfdekg,genetic association,1,0,1,0,,0,1.12,0,1,up,0,0,,protein-coding,6.84,C
TMED7-TICAM2,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.12,0,0,,0,0,,protein-coding,6.84,C
ZNF232,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.12,0,0,,0,0,,protein-coding,6.84,C
ZNF233,1,digcfdekg,genetic association,1,0,1,0,,0,2.46,0,0,,0,0,,protein-coding,6.84,C
BBIP1,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.11,0,0,,0,0,,protein-coding,6.83,C
TMED7,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.11,0,0,,0,0,,protein-coding,6.83,C
CLDN18,1,digcfdekg,genetic association,1,0,1,0,,0,2.42,0,0,,0,0,,protein-coding,6.82,C
PHF14,1,digcfdekg,genetic association,1,0,1,0,,0,2.42,0,0,,0,0,,protein-coding,6.82,C
RPL30,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.1,0,0,,0,0,,protein-coding,6.82,C
SLC6A12,1,digcfdekg,genetic association,1,0,1,0,,0,1.09,0,1,up,0,0,,protein-coding,6.82,C
ZC3H15,1,digcfdekg,genetic association,1,0,1,0,,0,1.1,0,1,down,0,0,,protein-coding,6.82,C
GATS,1,digcfdekg,genetic association,1,0,1,0,,0,1.08,0,1,down,0,0,,protein-coding,6.81,C
GREM1,1,digcfdekg,genetic association,1,0,1,0,,0,2.41,0,0,,0,0,,protein-coding,6.81,C
GYG2,1,digcfdekg,genetic association,1,0,1,0,,0,2.41,0,0,,0,0,,protein-coding,6.81,C
ISCA2,1,digcfdekg,genetic association,1,0,1,0,,0,1.08,0,1,down,0,0,,protein-coding,6.81,C
LOC100506422,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.08,0,0,,0,0,,protein-coding,6.81,C
ATF5,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.07,0,0,,0,0,,protein-coding,6.8,C
CYP20A1,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.07,0,0,,0,0,,protein-coding,6.8,C
GINS2,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.07,0,0,,0,0,,protein-coding,6.8,C
GNS,1,digcfdekg,genetic association,1,0,1,0,,0,1.07,0,1,up,0,0,,protein-coding,6.8,C
PARP10,1,digcfdekg,genetic association,1,0,1,0,,0,1.07,0,1,up,0,0,,protein-coding,6.8,C
RASGRF1,1,digcfdekg,genetic association,1,0,1,0,,0,1.07,0,1,down,0,0,,protein-coding,6.8,C
ANKRD18A,1,digcfdekg,genetic association,1,0,1,0,,0,2.39,0,0,,0,0,,protein-coding,6.79,C
BRWD1,1,digcfdekg,genetic association,1,0,1,0,,0,1.05,0,1,down,0,0,,protein-coding,6.79,C
NOMO3,1,digcfdekg,genetic association,1,0,1,0,,0,1.05,0,1,up,0,0,,protein-coding,6.79,C
PCCB,1,digcfdekg,genetic association,1,0,1,0,,0,1.05,0,1,down,0,0,,protein-coding,6.79,C
FAM210B,1,digcfdekg,genetic association,1,0,1,0,,0,1.04,0,1,down,0,0,,protein-coding,6.78,C
PLCH1,1,digcfdekg,genetic association,1,0,1,0,,0,2.37,0,0,,0,0,,protein-coding,6.78,C
SUPT4H1,1,digcfdekg,genetic association,1,0,1,0,,0,2.37,0,0,,0,0,,protein-coding,6.78,C
ZNF227,1,digcfdekg,genetic association,1,0,1,0,,0,2.38,0,0,,0,0,,protein-coding,6.78,C
FAM213A,1,digcfdekg,genetic association,1,0,1,0,,0,1.03,0,1,down,0,0,,protein-coding,6.77,C
NUP62,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.03,0,0,,0,0,,protein-coding,6.77,C
USP21,1,digcfdekg,genetic association,1,0,1,0,,0,1.03,0,1,down,0,0,,protein-coding,6.77,C
ABHD13,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.01,0,0,,0,0,,protein-coding,6.76,C
ADA2,1,digcfdekg,genetic association,1,0,1,0,,0,1.01,0,1,up,0,0,,protein-coding,6.76,C
CBLN4,1,digcfdekg,genetic association,1,0,1,0,,0,1.01,0,1,down,0,0,,protein-coding,6.76,C
CXXC5,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.01,0,0,,0,0,,protein-coding,6.76,C
FCRL5,1,digcfdekg,genetic association,1,0,1,0,family-history proxy,1,1.01,0,0,,0,0,,protein-coding,6.76,C
IRX1,1,digcfdekg,genetic association,1,0,1,0,,0,1.02,0,1,down,0,0,,protein-coding,6.76,C
PDCD4,1,digcfdekg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,1.01,0,0,,0,0,,protein-coding,6.76,C
TREML1,1,digcfdekg,genetic association,1,0,1,0,,0,2.34,0,0,,0,0,,protein-coding,6.76,C
CLOCK,1,prokn,genetic association,1,0,1,0,,0,,1,1,down,0,0,,protein-coding,6.75,C
CYP2J2,1,prokn,genetic association,1,0,1,0,,0,,1,1,up,0,0,,protein-coding,6.75,C
DBH,1,prokn,genetic association,1,0,1,0,family-history proxy,1,,1,0,,0,0,,protein-coding,6.75,C
EIF2AK2,1,prokn,genetic association,1,0,1,0,,0,,1,1,down,0,0,,protein-coding,6.75,C
LRP2,1,prokn,genetic association,1,0,1,0,,0,,1,1,up,0,0,,protein-coding,6.75,C
SCFD1,1,prokn,genetic association,1,0,1,0,,0,,1,1,down,0,0,,protein-coding,6.75,C
UBQLN1,1,prokn,genetic association,1,0,1,0,,0,,1,1,down,0,0,,protein-coding,6.75,C
ARHGAP27,1,digcfdekg,genetic association,1,0,1,0,,0,2.31,0,0,,0,0,,protein-coding,6.73,C
RRN3,1,digcfdekg,genetic association,1,0,1,0,,0,2.29,0,0,,0,0,,protein-coding,6.72,C
ACTN4,1,digcfdekg,genetic association,1,0,1,0,,0,2.26,0,0,,0,0,,protein-coding,6.7,C
