gene,n_evidence_types,n_sources,evidence_types,sources,pigean_score,de_assays,de_direction,de_contexts,consensus_score,tier
RRM2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
SLC8A1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
ARMCX1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CXCL16,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
PLXDC2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CTTNBP2NL,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
IGKV3-20,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
GPAT3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
KYNU,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CREB5,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
GASK1B,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CD163,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
DSE,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
DOCK4,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
METRNL,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
COBLL1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
ZWINT,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
PKIB,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
LINC01094,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
GGH,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
FAM198B,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
TLR8,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
SLC7A7,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
PDGFC,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CD9,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
IL1RN,1,1,differential_expression,gene-expression-atlas-okn,,2.0,"{""down"": 1, ""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'; 'relapsing-remitting multiple sclerosis' vs 'normal'",3,C
TRH,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CPED1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
RHOB,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
ADRB1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
CYBB,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
C3AR1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
LATS2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
KCNQ3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
FCGBP,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
TNS3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
PROS1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",3,C
FOLR3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
C3orf86P,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AC066613.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
LGR4,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AL359220.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RPS21,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
IGKV2-24,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
GGT5,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
CABP5,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
C3orf86,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
HIST1H4I,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
PGAP6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AP000350.6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
GGT1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
TSPO,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
CXCR1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AC090948.2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
SH3BGRL3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
C19orf38,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
LRP3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
COL9A2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
NINJ1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
LINC00694,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
MSRB1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RARA-AS1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
CEP85L,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
HBQ1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
SCAI,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
COX6B1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
EIF4EBP1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RP11-174G6.5,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ZNF605,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
CCDC66,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
HN1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
MT-RNR2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
TCEB2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AC010168.2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
PRDX5,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
CDA,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AC011472.2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
PSENEN,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
YPEL3-DT,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RPS6P25,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
CFP,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
IGLV2-8,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
LSM10,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
BLOC1S1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AC087672.3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ZMAT1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ZNF606-AS1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
MYO7B,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RHOG,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
TMED1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
NBPF15,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
IGHG2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ZNHIT1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
NAA30,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
IGKV1-6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RPS14,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RPL35,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
UQCR11,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AC095057.3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
NDUFB6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ATP6V0E1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AC006205.2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
S100A9,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ANKDD1A,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
KLF8,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
MRPL54,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RPL24,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AC012368.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
IGKV3D-20,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
EFCAB13,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ATP5F1E,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AC074289.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
NDUFB3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ZDBF2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
LINC02967,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AC067930.6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ELOB,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AL035661.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RBP7,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
PF4,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
GNG11,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
MT-TQ,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RP11-6I2.3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
LINC00963,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
TUBA4A,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
SF3B6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RNASE6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
NRGN,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
MRPL14,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
TNFRSF12A,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
MYL12B,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
BCL2A1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
CNPY3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ACVR1C,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
TXN,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
UBL5,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
C9orf16,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
SERF2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
BBLN,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
LINC00205,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
LST1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
PXYLP1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RPS27,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
DHRSX,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RPS29,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RP11-395I6.3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
IGLC3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
NECAB2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
CYP4F29P,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
TALDO1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
SLC35A3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RSPH9,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
TNNI2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
COX7A2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
TMEM8A,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
SLPI,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
TREML1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RPL27,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ZNF780B,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
GMFG,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AC079414.3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
FCGRT,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
EEA1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
NFE2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
POLE4,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AC111000.4,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
FP565260.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
GP9,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
LRRC75B,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
TMEM40,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
SSR2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
MAP1LC3A,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AC087672.2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AL391684.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
UBTD1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
COPE,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
