sym,goid,goLabel
SRC,GO_0030168,platelet activation
IL6,GO_0030168,platelet activation
ADRA2C,GO_0030168,platelet activation
CD40,GO_0030168,platelet activation
PIK3CA,GO_0030168,platelet activation
FOS,GO_0030182,neuron differentiation
PAX6,GO_0030182,neuron differentiation
SHH,GO_0030182,neuron differentiation
CASP3,GO_0030182,neuron differentiation
VCAM1,GO_0030183,B cell differentiation
SERPINE1,GO_0030194,positive regulation of blood coagulation
NFE2L2,GO_0030194,positive regulation of blood coagulation
SERPINE1,GO_0030195,negative regulation of blood coagulation
THBD,GO_0030195,negative regulation of blood coagulation
COL3A1,GO_0030198,extracellular matrix organization
COL4A1,GO_0030199,collagen fibril organization
COL3A1,GO_0030199,collagen fibril organization
COL1A1,GO_0030199,collagen fibril organization
TGFB1,GO_0030214,hyaluronan catabolic process
FGF2,GO_0030214,hyaluronan catabolic process
IL17A,GO_0030216,keratinocyte differentiation
IL2,GO_0030217,T cell differentiation
NFE2L2,GO_0030217,T cell differentiation
CASP3,GO_0030218,erythrocyte differentiation
CASP3,GO_0030220,platelet formation
FASN,GO_0030223,neutrophil differentiation
PPARG,GO_0030224,monocyte differentiation
RXRA,GO_0030224,monocyte differentiation
FASN,GO_0030224,monocyte differentiation
MMP9,GO_0030225,macrophage differentiation
CSF1,GO_0030225,macrophage differentiation
ACTA1,GO_0030240,skeletal muscle thin filament assembly
HIF1A,GO_0030279,negative regulation of ossification
LDLR,GO_0030299,intestinal cholesterol absorption
LDLR,GO_0030301,cholesterol transport
IGFBP1,GO_0030307,positive regulation of cell growth
CD38,GO_0030307,positive regulation of cell growth
IL2,GO_0030307,positive regulation of cell growth
TGFB1,GO_0030308,negative regulation of cell growth
TP53,GO_0030308,negative regulation of cell growth
HSPA1A,GO_0030308,negative regulation of cell growth
CDKN1A,GO_0030308,negative regulation of cell growth
PPARD,GO_0030308,negative regulation of cell growth
HNF4A,GO_0030308,negative regulation of cell growth
ESR2,GO_0030308,negative regulation of cell growth
CSF1,GO_0030316,osteoclast differentiation
SRC,GO_0030316,osteoclast differentiation
COL3A1,GO_0030324,lung development
SREBF1,GO_0030324,lung development
HMGCS2,GO_0030324,lung development
SHH,GO_0030324,lung development
TSPO,GO_0030325,adrenal gland development
SHH,GO_0030326,embryonic limb morphogenesis
TP53,GO_0030330,"DNA damage response, signal transduction by p53 class mediator"
CDKN1A,GO_0030330,"DNA damage response, signal transduction by p53 class mediator"
TGFB1,GO_0030334,regulation of cell migration
TGFB1,GO_0030335,positive regulation of cell migration
EGF,GO_0030335,positive regulation of cell migration
COL1A1,GO_0030335,positive regulation of cell migration
HGF,GO_0030335,positive regulation of cell migration
F3,GO_0030335,positive regulation of cell migration
CSF1,GO_0030335,positive regulation of cell migration
XBP1,GO_0030335,positive regulation of cell migration
KDR,GO_0030335,positive regulation of cell migration
DRD1,GO_0030335,positive regulation of cell migration
FOXO3,GO_0030336,negative regulation of cell migration
SERPINE1,GO_0030336,negative regulation of cell migration
DRD2,GO_0030336,negative regulation of cell migration
SHH,GO_0030336,negative regulation of cell migration
PTEN,GO_0030336,negative regulation of cell migration
DUSP3,GO_0030336,negative regulation of cell migration
DRD2,GO_0030432,peristalsis
VDR,GO_0030501,positive regulation of bone mineralization
RXRB,GO_0030501,positive regulation of bone mineralization
RXRA,GO_0030501,positive regulation of bone mineralization
PPARG,GO_0030509,BMP signaling pathway
NFIA,GO_0030509,BMP signaling pathway
HSPA1A,GO_0030512,negative regulation of transforming growth factor beta receptor signaling pathway
PPARG,GO_0030512,negative regulation of transforming growth factor beta receptor signaling pathway
PEG10,GO_0030512,negative regulation of transforming growth factor beta receptor signaling pathway
KDR,GO_0030513,positive regulation of BMP signaling pathway
ESR1,GO_0030518,nuclear receptor-mediated steroid hormone signaling pathway
VDR,GO_0030518,nuclear receptor-mediated steroid hormone signaling pathway
ESRRA,GO_0030518,nuclear receptor-mediated steroid hormone signaling pathway
RXRB,GO_0030518,nuclear receptor-mediated steroid hormone signaling pathway
RXRA,GO_0030518,nuclear receptor-mediated steroid hormone signaling pathway
PPARD,GO_0030518,nuclear receptor-mediated steroid hormone signaling pathway
PPARA,GO_0030518,nuclear receptor-mediated steroid hormone signaling pathway
ESR1,GO_0030520,estrogen receptor signaling pathway
AR,GO_0030520,estrogen receptor signaling pathway
ESR2,GO_0030520,estrogen receptor signaling pathway
AR,GO_0030521,androgen receptor signaling pathway
ESRRA,GO_0030522,intracellular receptor signaling pathway
AR,GO_0030522,intracellular receptor signaling pathway
AHR,GO_0030522,intracellular receptor signaling pathway
RORA,GO_0030522,intracellular receptor signaling pathway
SREBF1,GO_0030522,intracellular receptor signaling pathway
RORC,GO_0030522,intracellular receptor signaling pathway
HNF4A,GO_0030522,intracellular receptor signaling pathway
NR4A2,GO_0030522,intracellular receptor signaling pathway
DRD4,GO_0030534,adult behavior
PTEN,GO_0030534,adult behavior
SHH,GO_0030539,male genitalia development
MMP1,GO_0030574,collagen catabolic process
MMP10,GO_0030574,collagen catabolic process
MMP3,GO_0030574,collagen catabolic process
MMP9,GO_0030574,collagen catabolic process
CXCL8,GO_0030593,neutrophil chemotaxis
PIK3CA,GO_0030835,negative regulation of actin filament depolymerization
RARA,GO_0030850,prostate gland development
GLI1,GO_0030850,prostate gland development
SHH,GO_0030850,prostate gland development
RARA,GO_0030853,negative regulation of granulocyte differentiation
COL4A1,GO_0030855,epithelial cell differentiation
GSTA2,GO_0030855,epithelial cell differentiation
PPARG,GO_0030855,epithelial cell differentiation
FASN,GO_0030879,mammary gland development
AHR,GO_0030888,regulation of B cell proliferation
CD38,GO_0030890,positive regulation of B cell proliferation
DRD2,GO_0030900,forebrain development
SHH,GO_0030900,forebrain development
SHH,GO_0030901,midbrain development
SHH,GO_0030902,hindbrain development
HIF1A,GO_0030949,positive regulation of vascular endothelial growth factor receptor signaling pathway
EZR,GO_0030953,astral microtubule organization
CREB3,GO_0030968,endoplasmic reticulum unfolded protein response
HSPA1A,GO_0030968,endoplasmic reticulum unfolded protein response
DDIT3,GO_0030968,endoplasmic reticulum unfolded protein response
ATF6,GO_0030968,endoplasmic reticulum unfolded protein response
XBP1,GO_0030968,endoplasmic reticulum unfolded protein response
NFE2L2,GO_0030968,endoplasmic reticulum unfolded protein response
ADORA2A,GO_0031000,response to caffeine
PRKAA1,GO_0031000,response to caffeine
IL6,GO_0031018,endocrine pancreas development
IL6R,GO_0031018,endocrine pancreas development
TGFB1,GO_0031100,animal organ regeneration
CCND1,GO_0031100,animal organ regeneration
IL6,GO_0031175,neuron projection development
DRD2,GO_0031223,auditory behavior
TGFB1,GO_0031293,membrane protein intracellular domain proteolysis
SRC,GO_0031295,T cell costimulation
SRC,GO_0031333,negative regulation of protein-containing complex assembly
OPRD1,GO_0031333,negative regulation of protein-containing complex assembly
HSF1,GO_0031333,negative regulation of protein-containing complex assembly
BCL2L11,GO_0031334,positive regulation of protein-containing complex assembly
MMP1,GO_0031334,positive regulation of protein-containing complex assembly
TGFB1,GO_0031334,positive regulation of protein-containing complex assembly
TNF,GO_0031334,positive regulation of protein-containing complex assembly
MMP3,GO_0031334,positive regulation of protein-containing complex assembly
BAX,GO_0031334,positive regulation of protein-containing complex assembly
PPARG,GO_0031348,negative regulation of defense response
TNF,GO_0031349,positive regulation of defense response
HSPA1A,GO_0031396,regulation of protein ubiquitination
HSPA1A,GO_0031397,negative regulation of protein ubiquitination
TSPO,GO_0031397,negative regulation of protein ubiquitination
EZR,GO_0031503,protein-containing complex localization
TGFB1,GO_0031536,positive regulation of exit from mitosis
TP53,GO_0031571,mitotic G1 DNA damage checkpoint signaling
CCND1,GO_0031571,mitotic G1 DNA damage checkpoint signaling
TNF,GO_0031622,positive regulation of fever generation
CXCL8,GO_0031623,receptor internalization
PLAT,GO_0031638,zymogen activation
THBD,GO_0031638,zymogen activation
PLAT,GO_0031639,plasminogen activation
PLAU,GO_0031639,plasminogen activation
PLAUR,GO_0031639,plasminogen activation
RARA,GO_0031641,regulation of myelination
TNF,GO_0031642,negative regulation of myelination
HTR2C,GO_0031644,regulation of nervous system process
SREBF1,GO_0031647,regulation of protein stability
PTEN,GO_0031647,regulation of protein stability
CASP3,GO_0031647,regulation of protein stability
SRC,GO_0031648,protein destabilization
XBP1,GO_0031648,protein destabilization
FOXO3,GO_0031667,response to nutrient levels
COL1A1,GO_0031667,response to nutrient levels
TNF,GO_0031667,response to nutrient levels
PPARG,GO_0031667,response to nutrient levels
CD40,GO_0031667,response to nutrient levels
FASN,GO_0031667,response to nutrient levels
PPARD,GO_0031669,cellular response to nutrient levels
PRKAA1,GO_0031669,cellular response to nutrient levels
LPL,GO_0031670,cellular response to nutrient
XBP1,GO_0031670,cellular response to nutrient
NR3C1,GO_0031958,nuclear receptor-mediated corticosteroid signaling pathway
ABCB11,GO_0031998,regulation of fatty acid beta-oxidation
PPARA,GO_0032000,positive regulation of fatty acid beta-oxidation
PRKAA1,GO_0032007,negative regulation of TOR signaling
F3,GO_0032008,positive regulation of TOR signaling
HTR6,GO_0032008,positive regulation of TOR signaling
PIK3CA,GO_0032008,positive regulation of TOR signaling
CD38,GO_0032024,positive regulation of insulin secretion
SIRT3,GO_0032024,positive regulation of insulin secretion
CASP3,GO_0032025,response to cobalt ion
CCND1,GO_0032026,response to magnesium ion
BAX,GO_0032091,negative regulation of protein binding
CYP1A1,GO_0032094,response to food
SREBF1,GO_0032094,response to food
HTR2C,GO_0032098,regulation of appetite
PPARA,GO_0032099,negative regulation of appetite
MYC,GO_0032204,regulation of telomere maintenance
MYC,GO_0032206,positive regulation of telomere maintenance
TP53,GO_0032211,negative regulation of telomere maintenance via telomerase
ABCG2,GO_0032218,riboflavin transport
DRD2,GO_0032228,"regulation of synaptic transmission, GABAergic"
ADORA1,GO_0032229,"negative regulation of synaptic transmission, GABAergic"
ADORA1,GO_0032244,positive regulation of nucleoside transport
CYP1A2,GO_0032259,methylation
ADK,GO_0032261,purine nucleotide salvage
PTEN,GO_0032286,central nervous system myelin maintenance
CAT,GO_0032355,response to estradiol
TGFB1,GO_0032355,response to estradiol
COL1A1,GO_0032355,response to estradiol
ESR1,GO_0032355,response to estradiol
RARA,GO_0032355,response to estradiol
DRD2,GO_0032355,response to estradiol
CD38,GO_0032355,response to estradiol
CCND1,GO_0032355,response to estradiol
CASP3,GO_0032355,response to estradiol
HIF1A,GO_0032364,intracellular oxygen homeostasis
TSPO,GO_0032374,regulation of cholesterol transport
HSPA1A,GO_0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process
DRD2,GO_0032467,positive regulation of cytokinesis
BAX,GO_0032469,endoplasmic reticulum calcium ion homeostasis
IL6,GO_0032494,response to peptidoglycan
FOS,GO_0032496,response to lipopolysaccharide
CYP1A1,GO_0032496,response to lipopolysaccharide
TNF,GO_0032496,response to lipopolysaccharide
NQO1,GO_0032496,response to lipopolysaccharide
VCAM1,GO_0032496,response to lipopolysaccharide
CEBPB,GO_0032496,response to lipopolysaccharide
SELE,GO_0032496,response to lipopolysaccharide
SELP,GO_0032496,response to lipopolysaccharide
CASP3,GO_0032496,response to lipopolysaccharide
IL6R,GO_0032502,developmental process
RARA,GO_0032526,response to retinoic acid
SREBF1,GO_0032526,response to retinoic acid
CD38,GO_0032526,response to retinoic acid
RXRA,GO_0032526,response to retinoic acid
EZR,GO_0032532,regulation of microvillus length
TGFB1,GO_0032570,response to progesterone
FOS,GO_0032570,response to progesterone
TSPO,GO_0032570,response to progesterone
SREBF1,GO_0032570,response to progesterone
CD38,GO_0032570,response to progesterone
PTGER2,GO_0032570,response to progesterone
CXCL8,GO_0032642,regulation of chemokine production
TGFB1,GO_0032667,regulation of interleukin-23 production
IL6,GO_0032682,negative regulation of chemokine production
RARA,GO_0032689,negative regulation of type II interferon production
NR1H4,GO_0032689,negative regulation of type II interferon production
NR1H4,GO_0032692,negative regulation of interleukin-1 production
TGFB1,GO_0032700,negative regulation of interleukin-17 production
NR1H4,GO_0032703,negative regulation of interleukin-2 production
TNF,GO_0032715,negative regulation of interleukin-6 production
NR1H4,GO_0032715,negative regulation of interleukin-6 production
RARA,GO_0032720,negative regulation of tumor necrosis factor production
TSPO,GO_0032720,negative regulation of tumor necrosis factor production
NR1H4,GO_0032720,negative regulation of tumor necrosis factor production
TNF,GO_0032722,positive regulation of chemokine production
IL6,GO_0032722,positive regulation of chemokine production
LPL,GO_0032722,positive regulation of chemokine production
IL6R,GO_0032722,positive regulation of chemokine production
EGR1,GO_0032722,positive regulation of chemokine production
HIF1A,GO_0032722,positive regulation of chemokine production
TNF,GO_0032724,positive regulation of fractalkine production
TNF,GO_0032731,positive regulation of interleukin-1 beta production
IL6,GO_0032731,positive regulation of interleukin-1 beta production
LPL,GO_0032731,positive regulation of interleukin-1 beta production
EGR1,GO_0032731,positive regulation of interleukin-1 beta production
IL6,GO_0032733,positive regulation of interleukin-10 production
